Road Team            Home Team            Predicted    Close        Game Dif     W/L          Absolute Error
Richmond             William & Mary       -8.80        0.0          0            WIN          8.80
Old Dominion         Georgia Southern     17.59        0.0          0            LOSS         17.59
San Diego            Stetson              26.94        0.0          0            LOSS         26.94
Dayton               Davidson             18.36        0.0          0            LOSS         18.36
Morehead State       Drake                -27.84       0.0          0            WIN          27.84
Southern Illinois    Illinois State       -6.27        0.0          0            WIN          6.27
Maine                New Hampshire        -6.88        0.0          0            WIN          6.88
Hampton              Rhode Island         -39.28       0.0          0            WIN          39.28
UT Martin            Tennessee Tech       -24.42       0.0          0            WIN          24.42
Baylor               Arizona              -15.65       0.0          0            WIN          15.65
Princeton            Penn                 -6.75        0.0          0            WIN          6.75
Chattanooga          Wofford              -7.26        0.0          0            WIN          7.26
Western Illinois     Gardner-Webb         -23.08       0.0          0            WIN          23.08
Duquesne             Robert Morris        10.42        0.0          0            LOSS         10.42
Southern Utah        North Alabama        16.96        0.0          0            LOSS         16.96
South Dakota State   North Dakota         -20.24       0.0          0            WIN          20.24
Youngstown State     Northern Iowa        15.13        0.0          0            LOSS         15.13
Nevada               Wyoming              -9.73        0.0          0            WIN          9.73
Missouri State       Kennesaw State       -8.72        0.0          0            WIN          8.72
NC A&T               Elon                 -25.88       0.0          0            WIN          25.88
Montana State        Montana              4.19         0.0          0            LOSS         4.19
Ball State           Toledo               -30.45       0.0          0            WIN          30.45
Eastern Illinois     Alabama              -63.24       0.0          0            WIN          63.24
Mercer               Auburn               -22.98       0.0          0            WIN          22.98
Lindenwood           SE Missouri State    1.15         0.0          0            LOSS         1.15
Tennessee State      Charleston Southern  -22.46       0.0          0            WIN          22.46
Portland State       Northern Colorado    -10.12       0.0          0            WIN          10.12
Marshall             App State            7.55         0.0          0            LOSS         7.55
Incarnate Word       Houston Christian    17.03        0.0          0            LOSS         17.03
Mississippi Valley StPrairie View         -26.58       0.0          0            WIN          26.58
New Mexico State     UTEP                 0.91         0.0          0            LOSS         0.91
Northern Arizona     Weber State          17.24        0.0          0            LOSS         17.24
UConn                FAU                  3.00         0.0          0            LOSS         3.00
USF                  UAB                  29.00        0.0          0            LOSS         29.00
Liberty              Louisiana Tech       -9.90        0.0          0            WIN          9.90
Sam Houston          Middle Tennessee     -5.26        0.0          0            WIN          5.26
Alabama A&M          Texas Southern       -4.62        0.0          0            WIN          4.62
Duke                 North Carolina       5.06         0.0          0            LOSS         5.06
Syracuse             Notre Dame           -35.70       0.0          0            WIN          35.70
Alcorn State         Jackson State        -18.57       0.0          0            WIN          18.57
Arkansas             Texas                -11.32       0.0          0            WIN          11.32
East Carolina        UTSA                 6.34         0.0          0            LOSS         6.34
Jax State            FIU                  -0.57        0.0          0            WIN          0.57
Bethune-Cookman      Florida A&M          5.82         0.0          0            LOSS         5.82
Norfolk State        Howard               -4.01        0.0          0            WIN          4.01
Kentucky             Vanderbilt           -4.48        0.0          0            WIN          4.48
Michigan State       Iowa                 -18.51       0.0          0            WIN          18.51
St. Thomas           North Dakota State   -35.30       0.0          0            WIN          35.30
Southern Miss        South Alabama        6.79         0.0          0            LOSS         6.79
USC                  Oregon               -9.05        0.0          0            WIN          9.05
Tulane               Temple               16.36        0.0          0            LOSS         16.36
McNeese              Lamar                -13.09       0.0          0            WIN          13.09
Idaho State          Idaho                4.65         0.0          0            LOSS         4.65
Michigan             Maryland             7.62         0.0          0            LOSS         7.62
Oklahoma State       UCF                  -14.76       0.0          0            WIN          14.76
Georgia State        Troy                 -8.50        0.0          0            WIN          8.50
Sac State            UC Davis             -11.72       0.0          0            WIN          11.72
Georgetown           Holy Cross           -10.44       0.0          0            WIN          10.44
TCU                  Houston              -0.33        0.0          0            WIN          0.33
Kansas State         Utah                 -19.67       0.0          0            WIN          19.67
Eastern Kentucky     Utah Tech            1.06         0.0          0            LOSS         1.06
Coastal Carolina     South Carolina       -22.93       0.0          0            WIN          22.93
Furman               Clemson              -37.42       0.0          0            WIN          37.42
Abilene Christian    Central Arkansas     15.41        0.0          0            LOSS         15.41
Louisiana-Monroe     Texas State          -18.90       0.0          0            WIN          18.90
Eastern Washington   Cal Poly             -10.55       0.0          0            WIN          10.55
Austin Peay          Tarleton State       -15.38       0.0          0            WIN          15.38
East Texas A&M       UTRGV                -7.76        0.0          0            WIN          7.76
New Mexico           Air Force            2.70         0.0          0            LOSS         2.70
Colorado State       Boise State          -23.10       0.0          0            WIN          23.10
Pitt                 Georgia Tech         -0.39        0.0          0            WIN          0.39
Nebraska             Penn State           -0.96        0.0          0            WIN          0.96
North Texas          Rice                 24.75        0.0          0            LOSS         24.75
Tennessee            Florida              7.64         0.0          0            LOSS         7.64
Illinois             Wisconsin            13.71        0.0          0            LOSS         13.71
Cal                  Stanford             1.06         0.0          0            LOSS         1.06
Western Kentucky     LSU                  -29.37       0.0          0            WIN          29.37
BYU                  Cincinnati           2.73         0.0          0            LOSS         2.73
Arizona State        Colorado             6.03         0.0          0            LOSS         6.03
Washington           UCLA                 19.16        0.0          0            LOSS         19.16
Utah State           Fresno State         2.81         0.0          0            LOSS         2.81
San Jose State       San Diego State      -22.21       0.0          0            WIN          22.21
