Road Team            Home Team            Predicted    Close        Game Dif     W/L          Absolute Error
Iowa State           Colorado             1.53         3.0          -7           WIN          8.53
VMI                  ETSU                 -29.73       -16.5        -35          WIN          5.27
Ball State           Western Michigan     -13.73       -9.5         -42          WIN          28.27
Indiana              Oregon               -5.36        -7.0         10           WIN          15.36
Wake Forest          Oregon State         9.60         2.5          25           WIN          15.40
Tennessee State      SE Missouri State    -8.25        -16.5        -16          WIN          7.75
Cal Poly             Montana              -11.82       -17.5        -19          LOSS         7.18
Tennessee Tech       Charleston Southern  14.49        31.5         14           WIN          0.49
Navy                 Temple               12.05        10.0         1            LOSS         11.05
Central Arkansas     North Alabama        -5.83        5.5          28           LOSS         33.83
Youngstown State     North Dakota         -8.78        -8.5         -18          WIN          9.22
Arkansas             Tennessee            -17.67       -10.5        -3           LOSS         14.67
Northern Colorado    Idaho                -20.75       -19.5        16           LOSS         36.75
Drake                San Diego            1.54         -1.5         3            WIN          1.46
UAB                  FAU                  -8.17        -5.5         -20          WIN          11.83
Austin Peay          Eastern Kentucky     13.79        8.5          -14          LOSS         27.79
Northern Arizona     UC Davis             -4.94        -7.0         -21          LOSS         16.06
Louisiana-Monroe     Coastal Carolina     -1.92        3.0          -15          WIN          13.08
Illinois State       Murray State         21.03        23.5         14           WIN          7.03
Lamar                East Texas A&M       7.68         7.5          10           WIN          2.32
Texas Southern       Grambling            -5.31        -3.5         1            LOSS         6.31
Northwestern State   Houston Christian    -12.56       -12.5        -3           LOSS         9.56
Florida              Texas A&M            -14.31       -7.0         -17          WIN          2.69
Iowa                 Wisconsin            5.23         5.5          37           LOSS         31.77
San Jose State       Wyoming              2.85         1.5          -7           LOSS         9.85
Clemson              Boston College       8.85         14.0         31           LOSS         22.15
Georgia              Auburn               6.26         4.5          10           WIN          3.74
Michigan             USC                  -6.75        -3.0         -18          WIN          11.25
Purdue               Minnesota            -8.17        -7.5         -7           LOSS         1.17
Kansas               Texas Tech           -7.66        -13.5        -25          LOSS         17.34
Rice                 UTSA                 -13.88       -9.5         -48          WIN          34.12
South Carolina       LSU                  -11.63       -8.5         -10          WIN          1.63
Troy                 Texas State          -13.92       -7.0         7            LOSS         20.92
BYU                  Arizona              9.05         2.5          6            WIN          3.05
Tarleton State       Utah Tech            23.79        28.0         18           WIN          5.79
Sac State            Weber State          7.80         9.5          28           LOSS         20.20
New Mexico           Boise State          -22.43       -14.5        -16          WIN          6.43
Arizona State        Utah                 -1.86        -9.5         -32          LOSS         30.14
San Diego State      Nevada               10.13        6.5          34           WIN          23.87
Utah State           Hawai'i              -0.83        1.5          -18          WIN          17.17
