Road Team            Home Team            Predicted    Close        Game Dif     W/L          Absolute Error
UC Davis             Northern Colorado    6.67         10.0         11           LOSS         4.33
VMI                  Mercer               -39.88       -26.5        -62          WIN          22.12
Robert Morris        Saint Francis        5.30         1.5          10           WIN          4.70
Eastern Washington   Weber State          -4.73        2.5          3            LOSS         7.73
Morgan State         Howard               -3.23        1.5          -6           WIN          2.77
Illinois             Washington           -5.48        -3.5         -17          WIN          11.52
Alabama A&M          Alabama State        -19.62       -11.5        -43          WIN          23.38
Towson               Stony Brook          -3.13        -3.0         -8           WIN          4.87
UMass                Central Michigan     -22.73       -16.5        -25          WIN          2.27
Alabama              South Carolina       15.28        12.5         7            LOSS         8.28
Minnesota            Iowa                 -9.50        -7.5         -38          WIN          28.50
BYU                  Iowa State           1.80         -2.5         14           WIN          12.20
Ball State           Northern Illinois    -3.04        -6.5         -14          LOSS         10.96
Chattanooga          Samford              9.51         11.5         36           LOSS         26.49
Louisiana-Monroe     Southern Miss        -21.31       -14.0        -28          WIN          6.69
Wofford              ETSU                 -7.99        -8.5         -4           WIN          3.99
Temple               Tulsa                -0.60        4.5          1            WIN          1.60
Missouri             Vanderbilt           -7.94        -3.0         -7           WIN          0.94
Western Michigan     Miami OH             0.86         -2.5         -9           LOSS         9.86
FAU                  Navy                 -7.96        -14.0        -10          WIN          2.04
NC State             Pitt                 -8.92        -5.5         -19          WIN          10.08
Toledo               Washington State     -4.08        1.5          -21          WIN          16.92
Albany               Villanova            -28.68       -30.5        -13          WIN          15.68
Baylor               Cincinnati           -15.18       -3.5         -21          WIN          5.82
North Alabama        Austin Peay          -22.52       -18.5        -28          WIN          5.48
Oklahoma State       Texas Tech           -45.66       -38.5        -42          WIN          3.66
McNeese              Nicholls             -5.98        -4.0         -24          WIN          18.02
Indiana State        North Dakota         -34.81       -30.5        -29          LOSS         5.81
Portland State       Idaho                -15.05       -23.5        -39          LOSS         23.95
Texas                Mississippi State    -4.39        7.5          7            WIN          11.39
Lamar                Northwestern State   22.33        24.5         27           LOSS         4.67
Florida A&M          Southern             2.02         3.0          8            LOSS         5.98
TCU                  West Virginia        23.88        16.5         6            LOSS         17.88
Grambling            Jackson State        -19.69       -20.5        2            WIN          21.69
Northern Arizona     Idaho State          2.54         3.0          13           LOSS         10.46
Georgia Southern     Arkansas State       -2.49        -1.0         -10          WIN          7.51
SF Austin            East Texas A&M       11.21        14.5         10           WIN          1.21
Louisiana            Troy                 -9.36        -7.0         -12          WIN          2.64
Stanford             Miami FL             -36.86       -28.5        -35          WIN          1.86
Wisconsin            Oregon               -40.21       -31.5        -14          LOSS         26.21
Boston College       Louisville           -35.76       -25.5        -14          LOSS         21.76
Colorado State       Wyoming              -4.47        -5.5         -28          LOSS         23.53
Texas A&M            LSU                  7.39         1.5          24           WIN          16.61
Michigan             Michigan State       12.70        13.5         11           WIN          1.70
Tennessee            Kentucky             11.24        7.5          22           WIN          10.76
North Dakota State   South Dakota State   4.65         7.0          31           LOSS         26.35
Houston              Arizona State        -6.94        -7.5         8            WIN          14.94
Incarnate Word       UTRGV                -1.52        4.5          -28          WIN          26.48
Southern Utah        Utah Tech            8.73         10.0         21           LOSS         12.27
Montana State        Cal Poly             8.79         21.5         17           WIN          8.21
Colorado             Utah                 -15.24       -14.0        -46          WIN          30.76
